"","X","DR.NUMBER","DATE.REPORTED","DATE.OCCURRED","TIME.OCCURRED","AREA.ID","AREA.NAME","REPORTING.DISTRICT","CRIME.CODE","CRIME.CODE.DESCRIPTION","crime.type.record","level.detail","MO.CODES","VICTIM.AGE","VICTIM.SEX","VICTIM.DESCENT","PREMISE.CODE","PREMISE.DESCRIPTION","WEAPON.USED.CODE","WEAPON.DESCRIPTION","STATUS.CODE","STATUS.DESCRIPTION","CRIME.CODE.1","CRIME.CODE.2","CRIME.CODE.3","CRIME.CODE.4","ADDRESS","CROSS.STREET","LOCATION","LATITUDE","LONGITUDE","geometry","index_right","CT10","GEOID10","LABEL","OBJECTID","Shape_STAr","Shape_STLe","X_Center","Y_Center","year","month","day","day_of_week","duration"
"53",53,160123062,2016-09-09,2016-09-09,2140,1,"Central",166,624,"BATTERY - SIMPLE ASSAULT","Battery","","2004 0416 1218",58,"M","B",102,"SIDEWALK",308,"STICK","IC","Invest Cont",624,NA,NA,NA,"600 S  SAN PEDRO                    ST","","(34.0421, -118.2469)",34.0421,-118.2469,"POINT (-118.2469 34.0421)",691,206300,6037206300,2063,693,6637586.944,13167.16573,6487985,1837432,2016,9,9,"Saturday",0
"54",54,160123086,2016-09-09,2016-09-09,2300,1,"Central",156,626,"INTIMATE PARTNER - SIMPLE ASSAULT","Intimate partner assault","Simple","2000 1218 2004 0448 0444",44,"F","B",101,"STREET",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",626,NA,NA,NA,"6TH","WALL","(34.0428, -118.2461)",34.0428,-118.2461,"POINT (-118.2461 34.0428)",691,206300,6037206300,2063,693,6637586.944,13167.16573,6487985,1837432,2016,9,9,"Saturday",0
"55",55,160123142,2016-09-10,2016-09-09,2200,1,"Central",155,480,"BIKE - STOLEN","Theft","","0344 1218",58,"M","H",101,"STREET",NA,"","IC","Invest Cont",480,NA,NA,NA,"6TH","MAPLE","(34.0439, -118.2479)",34.0439,-118.2479,"POINT (-118.2479 34.0439)",691,206300,6037206300,2063,693,6637586.944,13167.16573,6487985,1837432,2016,9,9,"Saturday",1
"56",56,160123199,2016-09-11,2016-09-11,2100,1,"Central",155,440,"THEFT PLAIN - PETTY ($950 & UNDER)","Theft","","0344 1218",54,"F","H",102,"SIDEWALK",NA,"","IC","Invest Cont",440,NA,NA,NA,"6TH                          ST","WALL","(34.0435, -118.2471)",34.0435,-118.2471,"POINT (-118.2471 34.0435)",691,206300,6037206300,2063,693,6637586.944,13167.16573,6487985,1837432,2016,9,11,"Monday",0
"57",57,160123214,2016-09-12,2016-09-12,1050,1,"Central",157,648,"ARSON","Arson","","1218",45,"F","B",102,"SIDEWALK",NA,"","IC","Invest Cont",648,NA,NA,NA,"6TH                          ST","CROCKER","(34.0417, -118.2443)",34.0417,-118.2443,"POINT (-118.2443 34.0417)",691,206300,6037206300,2063,693,6637586.944,13167.16573,6487985,1837432,2016,9,12,"Tuesday",0
"58",58,160123259,2016-09-13,2016-09-13,40,1,"Central",148,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","Assault","Aggravated","0411 2004 1218",75,"M","H",102,"SIDEWALK",207,"OTHER KNIFE","AA","Adult Arrest",230,NA,NA,NA,"5TH                          ST","SAN PEDRO                    ST","(34.0442, -118.2439)",34.0442,-118.2439,"POINT (-118.2439 34.0442)",691,206300,6037206300,2063,693,6637586.944,13167.16573,6487985,1837432,2016,9,13,"Wednesday",0
"59",59,160123300,2016-09-13,2016-09-13,1450,1,"Central",156,624,"BATTERY - SIMPLE ASSAULT","Battery","","2004 1218 0416 0417",45,"F","W",102,"SIDEWALK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",624,NA,NA,NA,"6TH                          ST","SAN JULIAN","(34.0428, -118.2461)",34.0428,-118.2461,"POINT (-118.2461 34.0428)",691,206300,6037206300,2063,693,6637586.944,13167.16573,6487985,1837432,2016,9,13,"Wednesday",0
"60",60,160123342,2016-09-13,2016-09-13,2130,1,"Central",146,350,"THEFT, PERSON","Theft","","0344 0346 1218",58,"M","B",102,"SIDEWALK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",350,NA,NA,NA,"5TH                          ST","WALL","(34.0449, -118.2458)",34.0449,-118.2458,"POINT (-118.2458 34.0449)",691,206300,6037206300,2063,693,6637586.944,13167.16573,6487985,1837432,2016,9,13,"Wednesday",0
"61",61,160123785,2016-09-20,2016-09-13,1540,1,"Central",155,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","Assault","Aggravated","0416 1218 0305",57,"F","B",102,"SIDEWALK",500,"UNKNOWN WEAPON/OTHER WEAPON","IC","Invest Cont",230,NA,NA,NA,"6TH                          ST","MAPLE","(34.0439, -118.2479)",34.0439,-118.2479,"POINT (-118.2479 34.0439)",691,206300,6037206300,2063,693,6637586.944,13167.16573,6487985,1837432,2016,9,13,"Wednesday",7
"62",62,160123404,2016-09-14,2016-09-14,1730,1,"Central",166,210,"ROBBERY","Robbery","","1218 0334 1402 0907 2004 0416 0417",30,"M","B",101,"STREET",207,"OTHER KNIFE","AA","Adult Arrest",210,998,NA,NA,"6TH                          ST","SAN JULIAN","(34.0428, -118.2461)",34.0428,-118.2461,"POINT (-118.2461 34.0428)",691,206300,6037206300,2063,693,6637586.944,13167.16573,6487985,1837432,2016,9,14,"Thursday",0
"63",63,160123434,2016-09-15,2016-09-15,600,1,"Central",155,220,"ATTEMPTED ROBBERY","Robbery","Attempt","2004 1218",58,"M","H",101,"STREET",312,"PIPE/METAL PIPE","IC","Invest Cont",220,NA,NA,NA,"6TH                          ST","SAN PEDRO","(34.0448, -118.2474)",34.0448,-118.2474,"POINT (-118.2474 34.0448)",691,206300,6037206300,2063,693,6637586.944,13167.16573,6487985,1837432,2016,9,15,"Friday",0
"64",64,160123469,2016-09-15,2016-09-15,800,1,"Central",166,624,"BATTERY - SIMPLE ASSAULT","Battery","","1218 0416",40,"F","W",101,"STREET",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",624,NA,NA,NA,"6TH                          ST","SAN JULIAN","(34.0428, -118.2461)",34.0428,-118.2461,"POINT (-118.2461 34.0428)",691,206300,6037206300,2063,693,6637586.944,13167.16573,6487985,1837432,2016,9,15,"Friday",0
"65",65,160123520,2016-09-16,2016-09-15,930,1,"Central",158,210,"ROBBERY","Robbery","","1218 0416 0344",54,"F","B",101,"STREET",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",210,NA,NA,NA,"6TH                          ST","GLADYS","(34.0403, -118.2421)",34.0403,-118.2421,"POINT (-118.2421 34.0403)",691,206300,6037206300,2063,693,6637586.944,13167.16573,6487985,1837432,2016,9,15,"Friday",1
"66",66,160101244,2016-09-17,2016-09-16,600,1,"Central",156,121,"RAPE, FORCIBLE","Rape","Forcible","1415 0500 0522 0516 1218 2004",30,"F","B",102,"SIDEWALK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",121,998,NA,NA,"6TH                          ST","SAN PEDRO                    ST","(34.0423, -118.2452)",34.0423,-118.2452,"POINT (-118.2452 34.0423)",691,206300,6037206300,2063,693,6637586.944,13167.16573,6487985,1837432,2016,9,16,"Saturday",1
"67",67,160123587,2016-09-17,2016-09-17,2045,1,"Central",156,626,"INTIMATE PARTNER - SIMPLE ASSAULT","Intimate partner assault","Simple","2000 1218 2004 0416 1813 1243 0444 0429",25,"F","B",102,"SIDEWALK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other",626,NA,NA,NA,"500 S  SAN PEDRO                    ST","","(34.0437, -118.2455)",34.0437,-118.2455,"POINT (-118.2455 34.0437)",691,206300,6037206300,2063,693,6637586.944,13167.16573,6487985,1837432,2016,9,17,"Sunday",0
"68",68,160124790,2016-10-05,2016-09-17,1400,1,"Central",148,420,"THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)","Theft","","1218 0385 1300 0344",48,"F","B",101,"STREET",NA,"","IC","Invest Cont",420,NA,NA,NA,"5TH                          ST","GLADYS","(34.0421, -118.2405)",34.0421,-118.2405,"POINT (-118.2405 34.0421)",691,206300,6037206300,2063,693,6637586.944,13167.16573,6487985,1837432,2016,9,17,"Sunday",18
"69",69,160123632,2016-09-18,2016-09-18,2200,1,"Central",156,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","Assault","Aggravated","0429 0416 1218",47,"M","W",101,"STREET",302,"BLUNT INSTRUMENT","IC","Invest Cont",230,NA,NA,NA,"6TH","SAN JULIAN                   ST","(34.0428, -118.2461)",34.0428,-118.2461,"POINT (-118.2461 34.0428)",691,206300,6037206300,2063,693,6637586.944,13167.16573,6487985,1837432,2016,9,18,"Monday",0
"70",70,160123775,2016-09-20,2016-09-19,2300,1,"Central",157,440,"THEFT PLAIN - PETTY ($950 & UNDER)","Theft","","0344 1218",29,"M","H",102,"SIDEWALK",NA,"","IC","Invest Cont",440,NA,NA,NA,"6TH                          ST","CROCKER","(34.0417, -118.2443)",34.0417,-118.2443,"POINT (-118.2443 34.0417)",691,206300,6037206300,2063,693,6637586.944,13167.16573,6487985,1837432,2016,9,19,"Tuesday",1
"71",71,160123831,2016-09-20,2016-09-20,1000,1,"Central",156,624,"BATTERY - SIMPLE ASSAULT","Battery","","0429 0400 1218 2004",33,"M","H",101,"STREET",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",624,NA,NA,NA,"6TH                          ST","SAN JULIAN","(34.0428, -118.2461)",34.0428,-118.2461,"POINT (-118.2461 34.0428)",691,206300,6037206300,2063,693,6637586.944,13167.16573,6487985,1837432,2016,9,20,"Wednesday",0
"72",72,160123832,2016-09-21,2016-09-21,1328,1,"Central",148,624,"BATTERY - SIMPLE ASSAULT","Battery","","1218 0416",43,"F","B",102,"SIDEWALK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",624,NA,NA,NA,"5TH                          ST","SAN PEDRO","(34.0442, -118.2439)",34.0442,-118.2439,"POINT (-118.2439 34.0442)",691,206300,6037206300,2063,693,6637586.944,13167.16573,6487985,1837432,2016,9,21,"Thursday",0
"73",73,160123960,2016-09-23,2016-09-22,1650,1,"Central",166,624,"BATTERY - SIMPLE ASSAULT","Battery","","0416 1218",57,"F","W",517,"",312,"PIPE/METAL PIPE","IC","Invest Cont",624,NA,NA,NA,"600 S  SAN PEDRO                    ST","","(34.0421, -118.2469)",34.0421,-118.2469,"POINT (-118.2469 34.0421)",691,206300,6037206300,2063,693,6637586.944,13167.16573,6487985,1837432,2016,9,22,"Friday",1
"74",74,160123958,2016-09-23,2016-09-23,330,1,"Central",156,210,"ROBBERY","Robbery","","0302 0305 0429 0408 0344 1218",19,"M","B",101,"STREET",109,"SEMI-AUTOMATIC PISTOL","IC","Invest Cont",210,NA,NA,NA,"6TH                          ST","SAN PEDRO","(34.0423, -118.2452)",34.0423,-118.2452,"POINT (-118.2452 34.0423)",691,206300,6037206300,2063,693,6637586.944,13167.16573,6487985,1837432,2016,9,23,"Saturday",0
"75",75,160124236,2016-09-27,2016-09-26,530,1,"Central",156,624,"BATTERY - SIMPLE ASSAULT","Battery","","0416 1218",48,"M","W",102,"SIDEWALK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",624,NA,NA,NA,"5TH                          ST","WALL                         ST","(34.0449, -118.2458)",34.0449,-118.2458,"POINT (-118.2458 34.0449)",691,206300,6037206300,2063,693,6637586.944,13167.16573,6487985,1837432,2016,9,26,"Tuesday",1
"76",76,160124340,2016-09-28,2016-09-27,830,1,"Central",146,210,"ROBBERY","Robbery","","0446 0429 1218 1601 0344 0416",68,"M","B",101,"STREET",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",210,NA,NA,NA,"5TH","WALL","(34.0449, -118.2458)",34.0449,-118.2458,"POINT (-118.2458 34.0449)",691,206300,6037206300,2063,693,6637586.944,13167.16573,6487985,1837432,2016,9,27,"Wednesday",1
"77",77,160124331,2016-09-28,2016-09-28,425,1,"Central",166,624,"BATTERY - SIMPLE ASSAULT","Battery","","1218 0416",58,"F","W",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500,"UNKNOWN WEAPON/OTHER WEAPON","IC","Invest Cont",624,NA,NA,NA,"600 S  SAN PEDRO                    ST","","(34.0421, -118.2469)",34.0421,-118.2469,"POINT (-118.2469 34.0421)",691,206300,6037206300,2063,693,6637586.944,13167.16573,6487985,1837432,2016,9,28,"Thursday",0
"78",78,160124354,2016-09-28,2016-09-28,2130,1,"Central",158,624,"BATTERY - SIMPLE ASSAULT","Battery","","0416 2004 1218",56,"M","B",102,"SIDEWALK",308,"STICK","IC","Invest Cont",624,NA,NA,NA,"7TH                          ST","GLADYS","(34.0387, -118.2439)",34.0387,-118.2439,"POINT (-118.2439 34.0387)",691,206300,6037206300,2063,693,6637586.944,13167.16573,6487985,1837432,2016,9,28,"Thursday",0
"79",79,160124570,2016-10-01,2016-10-01,830,1,"Central",148,930,"CRIMINAL THREATS - NO WEAPON DISPLAYED","Threats","No weapon","0421 1218 0344",25,"F","B",102,"SIDEWALK",511,"VERBAL THREAT","IC","Invest Cont",930,NA,NA,NA,"5TH                          ST","STANFORD","(34.0421, -118.2405)",34.0421,-118.2405,"POINT (-118.2405 34.0421)",691,206300,6037206300,2063,693,6637586.944,13167.16573,6487985,1837432,2016,10,1,"Sunday",0
"80",80,160124920,2016-10-07,2016-10-01,2200,1,"Central",157,440,"THEFT PLAIN - PETTY ($950 & UNDER)","Theft","","0344 1218 2004",28,"M","H",101,"STREET",NA,"","IC","Invest Cont",440,NA,NA,NA,"6TH","SAN PEDRO                    ST","(34.0417, -118.2443)",34.0417,-118.2443,"POINT (-118.2443 34.0417)",691,206300,6037206300,2063,693,6637586.944,13167.16573,6487985,1837432,2016,10,1,"Sunday",6
"81",81,160124590,2016-10-02,2016-10-02,800,1,"Central",156,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","Assault","Aggravated","1218 0429 0416 0417",50,"M","B",102,"SIDEWALK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",230,NA,NA,NA,"7TH                          ST","WALL","(34.0437, -118.2455)",34.0437,-118.2455,"POINT (-118.2455 34.0437)",691,206300,6037206300,2063,693,6637586.944,13167.16573,6487985,1837432,2016,10,2,"Monday",0
"82",82,160124752,2016-10-05,2016-10-05,1100,1,"Central",166,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","Assault","Aggravated","2000 1813 1814 0401 1218",58,"F","B",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AA","Adult Arrest",230,NA,NA,NA,"500 E  7TH                          ST","","(34.0421, -118.2469)",34.0421,-118.2469,"POINT (-118.2469 34.0421)",691,206300,6037206300,2063,693,6637586.944,13167.16573,6487985,1837432,2016,10,5,"Thursday",0
"83",83,160124792,2016-10-06,2016-10-06,30,1,"Central",155,624,"BATTERY - SIMPLE ASSAULT","Battery","","0400 1218",33,"F","H",102,"SIDEWALK",500,"UNKNOWN WEAPON/OTHER WEAPON","IC","Invest Cont",624,NA,NA,NA,"6TH                          ST","MAPLE","(34.0439, -118.2479)",34.0439,-118.2479,"POINT (-118.2479 34.0439)",691,206300,6037206300,2063,693,6637586.944,13167.16573,6487985,1837432,2016,10,6,"Friday",0
"84",84,160124974,2016-10-09,2016-10-08,1650,1,"Central",166,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","Assault","Aggravated","0334 0302 1218",57,"M","B",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",102,"HAND GUN","IC","Invest Cont",230,NA,NA,NA,"600    WALL                         ST","","(34.0435, -118.2471)",34.0435,-118.2471,"POINT (-118.2471 34.0435)",691,206300,6037206300,2063,693,6637586.944,13167.16573,6487985,1837432,2016,10,8,"Sunday",1
"85",85,160124990,2016-10-09,2016-10-09,1100,1,"Central",148,901,"VIOLATION OF RESTRAINING ORDER","Violation/Contempt of court order","","1218 2004 1814",28,"F","B",101,"STREET",NA,"","IC","Invest Cont",901,NA,NA,NA,"5TH","STANFORD","(34.0421, -118.2405)",34.0421,-118.2405,"POINT (-118.2405 34.0421)",691,206300,6037206300,2063,693,6637586.944,13167.16573,6487985,1837432,2016,10,9,"Monday",0
"86",86,160125071,2016-10-10,2016-10-10,1145,1,"Central",166,624,"BATTERY - SIMPLE ASSAULT","Battery","","1218 0416 1206",47,"M","H",102,"SIDEWALK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",624,NA,NA,NA,"6TH","WALL","(34.0428, -118.2461)",34.0428,-118.2461,"POINT (-118.2461 34.0428)",691,206300,6037206300,2063,693,6637586.944,13167.16573,6487985,1837432,2016,10,10,"Tuesday",0
"87",87,160125232,2016-10-13,2016-10-13,1730,1,"Central",156,624,"BATTERY - SIMPLE ASSAULT","Battery","","0416 0305 1218",45,"M","B",102,"SIDEWALK",500,"UNKNOWN WEAPON/OTHER WEAPON","IC","Invest Cont",624,NA,NA,NA,"6TH                          ST","SAN PEDRO                    ST","(34.0423, -118.2452)",34.0423,-118.2452,"POINT (-118.2452 34.0423)",691,206300,6037206300,2063,693,6637586.944,13167.16573,6487985,1837432,2016,10,13,"Friday",0
"88",88,160125500,2016-10-18,2016-10-18,200,1,"Central",158,440,"THEFT PLAIN - PETTY ($950 & UNDER)","Theft","","0344 1218",67,"F","B",102,"SIDEWALK",NA,"","IC","Invest Cont",440,NA,NA,NA,"1300 E  7TH                          ST","","(34.0395, -118.2405)",34.0395,-118.2405,"POINT (-118.2405 34.0395)",691,206300,6037206300,2063,693,6637586.944,13167.16573,6487985,1837432,2016,10,18,"Wednesday",0
"89",89,160125707,2016-10-20,2016-10-20,1200,1,"Central",157,626,"INTIMATE PARTNER - SIMPLE ASSAULT","Intimate partner assault","Simple","0416 2004 1218 2000",36,"F","H",102,"SIDEWALK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other",626,NA,NA,NA,"500    TOWNE                        AV","","(34.043, -118.242)",34.043,-118.242,"POINT (-118.242 34.043)",691,206300,6037206300,2063,693,6637586.944,13167.16573,6487985,1837432,2016,10,20,"Friday",0
"90",90,160125819,2016-10-22,2016-10-22,1050,1,"Central",148,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","Assault","Aggravated","1218 0416 0429 0913",35,"F","B",102,"SIDEWALK",500,"UNKNOWN WEAPON/OTHER WEAPON","IC","Invest Cont",230,NA,NA,NA,"5TH","GLADYS","(34.0421, -118.2405)",34.0421,-118.2405,"POINT (-118.2405 34.0421)",691,206300,6037206300,2063,693,6637586.944,13167.16573,6487985,1837432,2016,10,22,"Sunday",0
"91",91,160126133,2016-10-27,2016-10-22,1630,1,"Central",147,121,"RAPE, FORCIBLE","Rape","Forcible","1218 2004 0500 0522 0527 0532",38,"F","W",102,"SIDEWALK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other",121,NA,NA,NA,"5TH                          ST","SAN PEDRO                    ST","(34.0442, -118.2439)",34.0442,-118.2439,"POINT (-118.2439 34.0442)",691,206300,6037206300,2063,693,6637586.944,13167.16573,6487985,1837432,2016,10,22,"Sunday",5
"92",92,160125869,2016-10-23,2016-10-23,1625,1,"Central",166,350,"THEFT, PERSON","Theft","","1218 0344 2004",27,"M","A",102,"SIDEWALK",NA,"","IC","Invest Cont",350,NA,NA,NA,"6TH","SAN JULIAN","(34.0428, -118.2461)",34.0428,-118.2461,"POINT (-118.2461 34.0428)",691,206300,6037206300,2063,693,6637586.944,13167.16573,6487985,1837432,2016,10,23,"Monday",0
"93",93,160126084,2016-10-25,2016-10-25,1800,1,"Central",148,210,"ROBBERY","Robbery","","0416 0344 1218",53,"M","W",102,"SIDEWALK",312,"PIPE/METAL PIPE","IC","Invest Cont",210,NA,NA,NA,"5TH                          ST","TOWNE","(34.043, -118.242)",34.043,-118.242,"POINT (-118.242 34.043)",691,206300,6037206300,2063,693,6637586.944,13167.16573,6487985,1837432,2016,10,25,"Wednesday",0
"94",94,160126110,2016-10-27,2016-10-26,2000,1,"Central",166,440,"THEFT PLAIN - PETTY ($950 & UNDER)","Theft","","0344 1218",47,"F","B",517,"",NA,"","IC","Invest Cont",440,NA,NA,NA,"600 S  SAN PEDRO                    ST","","(34.0421, -118.2469)",34.0421,-118.2469,"POINT (-118.2469 34.0421)",691,206300,6037206300,2063,693,6637586.944,13167.16573,6487985,1837432,2016,10,26,"Thursday",1
"95",95,160126212,2016-10-28,2016-10-28,2220,1,"Central",156,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","Assault","Aggravated","0416 1218",40,"F","B",504,"OTHER RESIDENCE",308,"STICK","IC","Invest Cont",230,NA,NA,NA,"5TH                          ST","WALL                         ST","(34.0449, -118.2458)",34.0449,-118.2458,"POINT (-118.2458 34.0449)",691,206300,6037206300,2063,693,6637586.944,13167.16573,6487985,1837432,2016,10,28,"Saturday",0
"96",96,160126336,2016-10-29,2016-10-28,2200,1,"Central",155,210,"ROBBERY","Robbery","","0352 0342 0429 0344 1218 0417",36,"M","B",102,"SIDEWALK",500,"UNKNOWN WEAPON/OTHER WEAPON","IC","Invest Cont",210,NA,NA,NA,"6TH                          ST","FIGUEROA","(34.0448, -118.2474)",34.0448,-118.2474,"POINT (-118.2474 34.0448)",691,206300,6037206300,2063,693,6637586.944,13167.16573,6487985,1837432,2016,10,28,"Saturday",1
"97",97,160101377,2016-10-29,2016-10-29,2030,1,"Central",155,210,"ROBBERY","Robbery","","0344 0400 2004 1218",19,"M","H",102,"SIDEWALK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other",210,NA,NA,NA,"6TH","SAN JULIAN                   ST","(34.0448, -118.2474)",34.0448,-118.2474,"POINT (-118.2474 34.0448)",691,206300,6037206300,2063,693,6637586.944,13167.16573,6487985,1837432,2016,10,29,"Sunday",0
"98",98,160126298,2016-10-30,2016-10-30,1215,1,"Central",157,624,"BATTERY - SIMPLE ASSAULT","Battery","","1218 0305 0416",41,"F","W",102,"SIDEWALK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",624,NA,NA,NA,"4TH","CROCKER","(34.0416, -118.244)",34.0416,-118.244,"POINT (-118.244 34.0416)",691,206300,6037206300,2063,693,6637586.944,13167.16573,6487985,1837432,2016,10,30,"Monday",0
"99",99,160126517,2016-11-02,2016-11-02,1145,1,"Central",156,440,"THEFT PLAIN - PETTY ($950 & UNDER)","Theft","","0344 1218",49,"F","B",116,"OTHER/OUTSIDE",NA,"","IC","Invest Cont",440,NA,NA,NA,"1900    TRANSIENT","","(34.0437, -118.2455)",34.0437,-118.2455,"POINT (-118.2455 34.0437)",691,206300,6037206300,2063,693,6637586.944,13167.16573,6487985,1837432,2016,11,2,"Thursday",0
"100",100,160126571,2016-11-03,2016-11-03,1040,1,"Central",147,440,"THEFT PLAIN - PETTY ($950 & UNDER)","Theft","","0344 1218",52,"M","B",517,"",NA,"","IC","Invest Cont",440,NA,NA,NA,"5TH                          ST","WALL                         ST","(34.0449, -118.2458)",34.0449,-118.2458,"POINT (-118.2458 34.0449)",691,206300,6037206300,2063,693,6637586.944,13167.16573,6487985,1837432,2016,11,3,"Friday",0
"101",101,160126669,2016-11-05,2016-11-03,230,1,"Central",157,210,"ROBBERY","Robbery","","0305 0344 0416 0429 1218",29,"M","B",102,"SIDEWALK",500,"UNKNOWN WEAPON/OTHER WEAPON","IC","Invest Cont",210,NA,NA,NA,"500 S  SAN PEDRO                    ST","","(34.0442, -118.2439)",34.0442,-118.2439,"POINT (-118.2439 34.0442)",691,206300,6037206300,2063,693,6637586.944,13167.16573,6487985,1837432,2016,11,3,"Friday",2
"102",102,160126656,2016-11-04,2016-11-04,1315,1,"Central",157,210,"ROBBERY","Robbery","","1218 0337 0370 0416 0344 0417",51,"M","B",102,"SIDEWALK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",210,NA,NA,NA,"5TH","TOWNE","(34.043, -118.242)",34.043,-118.242,"POINT (-118.242 34.043)",691,206300,6037206300,2063,693,6637586.944,13167.16573,6487985,1837432,2016,11,4,"Saturday",0
"103",103,160126899,2016-11-08,2016-11-08,2140,1,"Central",155,624,"BATTERY - SIMPLE ASSAULT","Battery","","0416 1218 2004 0417 0429",39,"F","B",102,"SIDEWALK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",624,NA,NA,NA,"1900    TRANSIENT","","(34.0448, -118.2474)",34.0448,-118.2474,"POINT (-118.2474 34.0448)",691,206300,6037206300,2063,693,6637586.944,13167.16573,6487985,1837432,2016,11,8,"Wednesday",0
"104",104,160126905,2016-11-08,2016-11-08,725,1,"Central",156,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","Assault","Aggravated","1218 2004 0416 0334 0411",63,"M","B",101,"STREET",200,"KNIFE WITH BLADE 6INCHES OR LESS","IC","Invest Cont",230,NA,NA,NA,"6TH                          ST","SAN JULIAN","(34.0428, -118.2461)",34.0428,-118.2461,"POINT (-118.2461 34.0428)",691,206300,6037206300,2063,693,6637586.944,13167.16573,6487985,1837432,2016,11,8,"Wednesday",0
